emg_mean,emg_std,emg_min,emg_max,emg_range,emg_slope,flex_mean,flex_std,flex_min,flex_max,flex_range,flex_slope,flow_mean,flow_std,flow_min,flow_max,flow_range,flow_slope,temp_mean,temp_std,temp_min,temp_max,temp_range,temp_slope,intensity_mean,intensity_std,intensity_min,intensity_max,intensity_range,intensity_slope,fatigue,strain_risk,injury_risk,overexertion
84.46197084082543,21.656097449605667,25.324576014347926,150.7061734814286,125.38159746708068,-0.027745549256972927,398.83972868255523,94.11990895163346,143.60587453206574,571.3912610822081,427.78538655014233,0.5123256975510687,60.65494310141468,10.589458584225927,39.735073737118384,80.59645661994954,40.86138288283115,-0.1281648340592627,36.511054085046844,0.3463228628434952,35.78528319249163,37.38423899241338,1.5989557999217467,-0.0046657315334517595,2.024884849600383,0.7403282212087572,0.38701749525290796,3.956175170696791,3.5691576754438827,-0.01793419353747756,0,0,0,0
77.43307970337891,19.452500636587068,41.11843025709212,122.87335827353928,81.75492801644717,0.0710953821514981,386.44564895519494,93.79910129070345,168.92015041309395,601.9017793061658,432.9816288930719,-0.46973297353691135,63.46786392080272,10.06936180583807,42.43874673009269,82.82014726639578,40.38140053630309,-0.1339853136505206,36.48880323768585,0.28431206877860604,35.997467779045586,37.43387049666951,1.4364027176239276,0.000310127460793099,1.841341786122704,0.7953134054879367,0.2399484406878758,3.9257514954504966,3.685803054762621,0.013849212570496539,0,0,0,0
81.7258030184752,17.131470769572335,46.41157547174939,126.52869436163292,80.11711888988353,0.15526127076610555,412.9326291130933,109.12031579778596,166.46518515419527,700.2272378437447,533.7620526895494,0.3125260891664187,58.94107809692367,9.018342636162664,38.66945613997164,77.548487516667,38.87903137669535,0.1302398312446507,36.493541749961906,0.31252443057573903,35.8065261802574,37.28358793538497,1.477061755127572,-0.0010862971891087364,2.069678060469794,0.8415174003729295,0.6445109547636223,4.209741252125139,3.5652302973615164,0.010661538881909061,0,0,0,0
80.95509301672654,18.01821393187697,41.979557107383926,124.53969647740291,82.56013937001899,0.02841782172810428,428.7833991756896,84.53731569388553,248.563030622279,678.2000436820026,429.6370130597236,-0.4422314154025618,58.01191569171933,10.600009793533689,34.761627906071304,83.89815607532711,49.136528169255804,-0.2439214452083863,36.451777756580874,0.30627007352485053,35.933636663791475,37.29063479016886,1.356998126377384,4.9237214455014324e-05,2.1092916719438555,0.9034244063747137,-0.30386474295876864,4.400985729823752,4.704850472782521,-0.0015264621008341305,0,0,0,0
77.26278804889675,19.732941133434547,39.241520362997846,125.1079383746188,85.86641801162095,0.33036717385672426,405.7946348032993,81.57138731552081,182.59072357370525,553.6372460878132,371.04652251410795,-0.35874349201765376,59.75759057383807,10.492013924647392,33.687440571760796,78.18765690776058,44.50021633599979,-0.043761076562183907,36.526342993657664,0.36927511876272273,35.78020999654265,37.33678848141595,1.5565784848732989,0.0014857779145463674,1.9233556612238059,0.7966056162190506,0.7059194093133847,3.5717050410174167,2.865785631704032,0.003705650922077882,0,0,0,0
80.55200204174561,17.791347246111574,38.464920434907654,116.60947768919732,78.14455725428967,-0.28752555805814284,404.8242499608787,90.72055176490458,191.64405136261115,576.6610412101496,385.01698984753847,-1.3662166152774429,59.4975440105333,11.106723730803672,37.18027294716357,84.50047508669985,47.32020213953628,0.007647246646595408,36.57463615740084,0.2919350177057405,36.058638229866915,37.4132129167576,1.354574686890686,-0.0014523574335044659,1.954249792404854,0.7137685501079428,-0.15829597911702775,3.34305970984257,3.5013556889595976,0.021044603130355492,0,0,0,0
78.85132130449082,16.106130158505202,35.41347158885173,105.48893829007812,70.07546670122639,-0.32857917294557437,398.5274195683677,101.58945766045241,187.8915422916834,634.0908275945047,446.1992853028213,1.0802501660925232,60.35042934990527,10.359182126971254,30.066515902540367,81.13210469035766,51.0655887878173,-0.19618714281859356,36.491523481025574,0.3078859845589598,35.87475456748079,37.057988677662436,1.183234110181644,-0.0007911629835344293,1.8777811955185288,0.7483962130309716,0.42096574449280055,3.3318194975849975,2.910853753092197,-0.005093104635674608,0,0,0,0
79.22524334279818,23.014168261218757,20.451208968819913,134.76822780163457,114.31701883281465,-0.1840740739646573,417.22541822559316,95.60788099497442,198.8086200974248,588.0708002793483,389.2621801819235,-0.8985944665624394,59.2064514707393,9.75968579070243,40.40233563608932,76.88466488499557,36.482329248906254,0.12346699170912874,36.4970670888604,0.2777007572607466,35.90286904725441,37.02391732436993,1.12104827711552,-0.003587364040039738,2.004839272136076,0.7269224545943113,0.6458376842787805,4.250367181645505,3.604529497366724,-0.004216054824166842,0,0,0,0
82.23418356096627,21.899445342006423,28.0312661170786,143.30965027244298,115.27838415536438,-0.32246075080550857,388.668045704595,90.21205973691187,201.025581048005,591.7453769864709,390.7197959384659,0.7390639377983936,60.56045799931186,8.034911038592242,44.058648069995634,79.76977982777035,35.711131757774716,0.08593218929949094,36.52583504993713,0.2850423663750749,35.85312260950714,37.05517212277131,1.2020495132641713,-0.002792234665958071,1.9365425252845034,0.9160884590048987,0.36258767746151466,3.9911799411311426,3.6285922636696277,0.010283677376239942,0,0,0,0
80.43291766604092,18.541062923164457,45.03314363513838,131.68648825933903,86.65334462420066,0.18580789724779662,405.66814866987914,94.9014560843075,132.1416260578673,596.0934764865497,463.95185042868235,-0.35387136773802846,62.140539033162156,8.78883476997455,39.215770329542465,77.944974981721,38.72920465217854,0.01660008174173498,36.4652585491893,0.35635768753857994,35.70905374744661,37.13227468087701,1.4232209334304002,-0.00014176620341303296,1.9207457365924332,0.8794520603298149,0.045724179266705134,3.283733326781693,3.2380091475149877,0.0021945033954712872,0,0,0,0
