ax_mean,ax_std,ax_min,ax_max,ax_range,ay_mean,ay_std,ay_min,ay_max,ay_range,az_mean,az_std,az_min,az_max,az_range,gx_mean,gx_std,gx_min,gx_max,gx_range,gy_mean,gy_std,gy_min,gy_max,gy_range,gz_mean,gz_std,gz_min,gz_max,gz_range,zc_ax,zc_ay,zc_az,intensity_mean,intensity_std,intensity_max,label
-0.038210857884210164,1.3864274068086366,-2.6395051858196634,3.0784172767634064,5.71792246258307,-1.4822191295320477,0.8655375786490128,-4.119745104089745,0.06464365581400622,4.184388759903751,9.441068649995866,1.5078122482893719,6.621843177051438,13.19486316872793,6.5730199916764915,0.04194837038463531,0.44236542059141115,-0.7574236123429323,1.3600845832948094,2.1175081956377415,0.06038773603227466,0.4323858001098365,-0.8100570346630429,1.5410925962618887,2.3511496309249313,-0.006353050163936942,0.32094727799350126,-0.9723802020207217,0.63991001239688,1.6122902144176017,27,25,27,9.690620571629124,1.5391289220722753,13.710522779742659,walking
0.34827205182172577,1.1489553362191582,-1.872126512245986,3.43858091352819,5.310707425774176,-1.3185011264865414,0.9745664059880418,-3.623895724309807,0.6898029332176723,4.313698657527479,9.426883760946993,1.5895867862092228,6.398836849940185,12.59112188732298,6.192285037382796,-0.03163239082600895,0.5285102790394219,-1.1509605823677924,1.5394404042276189,2.690400986595411,-0.1034437067282459,0.3577801876324787,-0.9886578000509157,0.7637666561880523,1.752424456238968,0.008399421088450943,0.2762071992866683,-0.6633405927023656,0.6812078573413187,1.3445484500436842,28,22,20,9.646920474839977,1.568268354696874,12.685104866123048,walking
0.3481563359731578,1.6618330382486757,-3.745329964412358,3.9686279694252393,7.713957933837597,-1.4839164972530292,1.0137096869422109,-4.150969808393012,1.0733598032498604,5.224329611642872,9.268605820877358,1.4246594410336535,6.377105888174417,12.132191272976547,5.75508538480213,0.07097082153354826,0.48356260721958283,-0.8304804667579957,1.3161910324186954,2.146671499176691,0.048655990613917705,0.36603377786959107,-0.5942241492147888,0.9821200559643577,1.5763442051791465,0.10069744711884879,0.2811611920219648,-0.45472323449916957,0.7580797277620864,1.212802962261256,20,27,26,9.599824404411653,1.3757169664228444,12.419767361817762,walking
0.3759954992575409,1.4314502980229566,-2.998208934930123,3.54488208495819,6.543091019888314,-1.494956016397915,0.9727672031805672,-3.9238793266289567,0.3009404329108156,4.2248197595397725,9.990730626086387,1.4139043486281204,6.997123889183616,12.713405537917795,5.71628164873418,-0.003402462764853792,0.45923242072521164,-1.4242713103150377,1.0383739917804204,2.462645302095458,0.09968398186334022,0.40874191614242344,-1.1585021512774758,0.9613662340953101,2.119868385372786,-0.010508014761952315,0.34854002199956113,-0.7498217144620719,0.7319257219017818,1.4817474363638539,28,23,26,10.260245321394878,1.3830336180312366,12.916162055126176,walking
0.3323219186406439,1.5009215412986825,-2.0338434693054412,4.169564006481478,6.2034074757869195,-1.4302360211574716,0.9902848814873217,-3.652890592952483,0.9929995174327906,4.645890110385274,9.440927621640872,1.3216491881326544,5.669118297647068,11.796126248515545,6.127007950868477,-0.015216182867543964,0.5255915535574561,-1.295521146072455,1.0786541066327517,2.3741752527052067,0.09622638364758986,0.3656739889242689,-0.7865426357504007,0.8660009379604336,1.6525435737108345,0.08647479060270764,0.32298219204906786,-0.5282426435942328,0.7805049342541185,1.3087475778483513,29,26,18,9.72045857122911,1.3341659012408897,12.466604437892979,walking
0.3162551336222554,1.581139106572764,-4.008393319922474,3.1268794589019135,7.135272778824388,-1.70913039253092,0.9998848094643894,-4.421350483494607,0.5574954697116987,4.9788459532063065,9.844849170922947,1.5362890798592896,7.155213786955015,14.289661351767291,7.134447564812277,0.05001778989003546,0.428925151197751,-1.0609274495042973,0.9694644995291424,2.0303919490334397,0.08040202581567367,0.3344531705884373,-0.8690678184056145,0.7599527739580862,1.629020592363701,-0.022712465756205467,0.3087875210428413,-0.8109696878997711,0.6512828152493441,1.4622525031491151,20,29,29,10.175367825540347,1.504673873243676,14.400740508110687,walking
0.06909278367146324,1.3593128212955035,-2.9277231019939576,3.1517860286295107,6.079509130623468,-1.4443952580556598,0.9112050448304017,-3.2485319732381805,0.275310892609512,3.5238428658476924,9.553996717681143,1.6200295295322384,5.704568715880505,13.466515020525552,7.761946304645047,0.0686384007182053,0.5008642627885087,-1.4701943173321401,1.5688742668299969,3.0390685841621368,-0.0596739120112023,0.40920221813461,-1.2078048623283302,1.103864015564431,2.311668877892761,-0.02220722114848337,0.2690729323388009,-0.7316451474829287,0.4357402603412236,1.1673854078241523,24,26,27,9.80421940356781,1.5967806044772948,13.566859498642946,walking
0.2128114377648956,1.4192840669798987,-3.543500488192966,3.9189231324193736,7.4624236206123395,-1.4821077043642836,1.0074036965606088,-3.711861911329507,0.5895387216947734,4.30140063302428,9.572487990535597,1.4862994691694011,6.544844273432247,12.649582683749774,6.104738410317527,-0.02550222246273233,0.4876328036644538,-1.3021069283135671,0.8694498318987894,2.1715567602123564,0.08732740710196893,0.3652490304553662,-0.8613371679484978,1.2439674224021444,2.1053045903506424,-0.07282516798167717,0.2795434011559877,-0.5538563586714281,0.46011831297494976,1.0139746716463778,25,27,28,9.851953301876122,1.432407066674885,13.250477827407709,walking
0.4008581423931816,1.321071168911861,-2.109865651108019,2.9243758563081306,5.03424150741615,-1.3918489470967563,0.9271448345140015,-3.419673156197656,0.8638724946193608,4.283545650817016,9.673878512779284,1.6645671870755643,6.171049440878697,13.977888503905115,7.806839063026418,-0.015665828973219855,0.5280080117945233,-1.3178738695084389,1.3103965455149875,2.6282704150234264,0.023329653137677066,0.3657470731292945,-0.8822264228396277,0.7237225398932441,1.6059489627328718,-0.0037309418977462205,0.2627110229874429,-0.5887877075017737,0.45578517709253064,1.0445728845943043,28,27,20,9.916758098668236,1.6478396560808806,14.174443391777706,walking
0.7701536375508684,1.547893818277776,-3.494340116541455,3.3184056685511476,6.812745785092602,-1.7040337137977957,0.7232484692198441,-3.285866491934111,0.25547569831549,3.541342190249601,9.629221493535171,1.6385466643462971,6.6084911309815855,13.539550495970744,6.931059364989158,-0.0891479690826577,0.5765587411010731,-1.3737524213626173,1.9631188532181634,3.3368712745807807,0.0017983811150636298,0.36915724853124166,-1.1964543883602894,0.7394435333185646,1.9358979216788539,0.02388695033343831,0.30280549106440413,-0.573676492625933,0.7235030026735263,1.2971794952994593,27,24,23,9.967449149372289,1.5724599650106914,13.67752455834725,walking
